Matrix Size,Threads Count,Calculation Type,Average Result,Variance
256,16,tasks,0.2721224,6.714819624000001e-05
256,17,tasks,0.27461959999999996,8.898173703999991e-05
256,18,tasks,0.266613,5.0214431999999576e-06
256,19,tasks,0.26575139999999997,2.232302639999998e-06
320,1,tasks,0.7730682,1.1377093599999818e-06
320,2,tasks,0.523114,6.315305199999935e-06
320,3,tasks,0.5229722000000001,1.9546900559999903e-05
320,4,tasks,0.5240676000000001,1.578711223999993e-05
320,5,tasks,0.5217284,2.093968639999952e-06
320,6,tasks,0.5218366000000001,2.8200006400000084e-06
320,7,tasks,0.5244867999999999,1.4619534159999878e-05
320,8,tasks,0.528097,4.59913280000008e-06
320,9,tasks,0.5276298,6.338674960000054e-06
320,10,tasks,0.5265915999999999,1.2951846640000134e-05
320,11,tasks,0.5277506,5.43256263999985e-06
320,12,tasks,0.5318191999999999,1.779815336000009e-05
320,13,tasks,0.5349366000000001,0.0001299973686399998
320,14,tasks,0.5237970000000001,1.2016141600000027e-05
320,15,tasks,0.5380318000000001,0.00016400940616000023
320,16,tasks,0.5430664000000001,0.0009286997530400005
320,17,tasks,0.5238476000000001,2.744737839999967e-06
320,18,tasks,0.5292756,4.354951983999993e-05
320,19,tasks,0.52419,1.386745200000032e-06
384,1,tasks,1.3849960000000001,1.8706104000000194e-05
384,2,tasks,0.9340852,2.6758021599999505e-06
384,3,tasks,0.9325284,1.194351040000001e-06
384,4,tasks,0.9365792000000001,8.673379760000168e-06
384,5,tasks,0.9404560000000002,2.548620440000003e-05
384,6,tasks,0.9354334,1.4621746399999569e-06
384,7,tasks,0.9385874,1.0175937840000088e-05
384,8,tasks,0.9555279999999999,0.0005982967860000016
384,9,tasks,0.9457096,3.6766399439999855e-05
384,10,tasks,0.9584415999999999,0.0009589857466399988
384,11,tasks,0.9475308,9.04280073600001e-05
384,12,tasks,0.9450082,1.8298606959999825e-05
384,13,tasks,0.9439518,5.577872615999998e-05
384,14,tasks,0.9395538,1.100728855999998e-05
384,15,tasks,0.9416621999999999,5.4654453600000225e-06
384,16,tasks,0.946912,0.00015090463719999962
384,17,tasks,0.9419737999999999,4.127048255999991e-05
384,18,tasks,0.9524062000000001,0.0008888972789599999
384,19,tasks,0.9395939999999999,3.502770800000086e-06
448,1,tasks,2.2284619999999995,3.6331760000000775e-06
448,2,tasks,1.531682,0.002669343976000006
448,3,tasks,1.501986,2.1370663999999563e-05
448,4,tasks,1.5025279999999999,1.5931216000000215e-05
448,5,tasks,1.504508,7.828375999999633e-06
448,6,tasks,1.508008,3.1755936000000526e-05
448,7,tasks,1.5057500000000001,1.314355999999996e-05
448,8,tasks,1.510236,7.964743999999879e-06
448,9,tasks,1.522776,0.0009022656240000032
448,10,tasks,1.507616,3.969583999999866e-06
448,11,tasks,1.513156,7.290318399999985e-05
448,12,tasks,1.522554,0.0005007637040000016
448,13,tasks,1.507568,3.506953600000025e-05
448,14,tasks,1.508732,3.5192135999999393e-05
448,15,tasks,1.508402,6.931261599999983e-05
448,16,tasks,1.5362179999999999,0.0029321446160000065
448,17,tasks,1.5078780000000003,1.7003575999999917e-05
448,18,tasks,1.5095480000000001,5.9415536000000406e-05
448,19,tasks,1.536386,0.0028563843040000005
512,1,tasks,3.3504439999999995,2.583178400000001e-05
512,2,tasks,2.270112,7.846959999998628e-07
512,3,tasks,2.259844,1.688070400000054e-05
512,4,tasks,2.264652,1.4351496000000014e-05
512,5,tasks,2.263622,3.315981600000106e-05
512,6,tasks,2.268142,8.761896000000441e-06
512,7,tasks,2.2703879999999996,7.60611359999977e-05
512,8,tasks,2.270166,0.00011726514399999823
512,9,tasks,2.2663079999999995,6.118616000000198e-06
512,10,tasks,2.289024,0.0019466000240000111
512,11,tasks,2.2707319999999998,1.1871735999999924e-05
512,12,tasks,2.2938739999999997,0.0022446246240000025
512,13,tasks,2.3136200000000002,0.007516240040000012
512,14,tasks,2.317996,0.003772082424000004
512,15,tasks,2.272522,0.000561641176000002
512,16,tasks,2.2637519999999998,1.3208295999999708e-05
512,17,tasks,2.277796,0.0002498958640000029
512,18,tasks,2.2677699999999996,4.002299999999857e-05
512,19,tasks,2.311598,0.0075488982960000214
